user,uniqueidentifier1,uniqueidentifier2,uniqueidentifier3,Fraud
User_2918,90cbd528-cf1f-427a-a1ff-b1f407446a74,W8550,193422,0
User_2919,3a5df155-5c8f-4a9d-a38c-25c5c020b47c,Q9935,178152,0
User_2920,3ab9b8b1-c06c-4f37-9818-cbd0d6105abb,S6305,189402,0
User_2921,cf1e3ba4-7967-4603-ab48-f81329d70995,V6929,155938,0
User_2922,d6fb79e7-3a99-438d-8c6f-3c99aedda3c7,G3108,107990,1
User_2923,aef3ad66-c905-4d18-bba9-a40c3683996e,E9522,106313,1
User_2924,bfc1cb5e-d8fe-417e-a177-b65828899978,Y2825,165465,0
User_2925,b995eb0c-c945-4bde-aa96-0e37dbc1de4f,N7745,128845,0
User_2926,14ad8c36-0828-4d5b-9dec-6aa1afafdeca,R2841,168646,0
User_2927,c8ce1a52-a6f2-4d28-9443-a6ff1d421377,A3093,106540,0
User_2928,7d7fc64e-d107-4923-b0ef-77ae4e7de825,Q9946,148566,0
User_2929,d5c5783a-3400-4a6e-8b43-38ee8d4eebbb,F2249,120910,0
User_2930,816db7f4-b3e0-4e5c-9202-05cb3f51585a,O3325,112485,0
User_2931,6bcfef8a-60b2-4d07-85e6-f8466bca88c2,Q5446,195106,0
User_2932,4262849b-c132-4ae6-9532-9e0e8fc3f2f1,J3242,113456,0
User_2933,a0f305de-0985-433b-93a0-09ba1aaa52bb,O7888,197756,0
User_2934,0b1b2d8e-9c67-4df6-9ae6-01d4bc55bc15,N3454,134638,0
User_2935,4571f3e7-56a6-4eff-8ec0-141c8599983c,H9170,167174,0
User_2936,b12bb47d-3864-4f11-82a1-7ed5f695b25e,X9415,119101,1
User_2937,358fb7f2-8cf8-4657-803e-3509129ce671,W6438,116767,0
User_2938,2f743cd9-0b5a-4f43-97da-fe6ec411b916,I1221,138850,0
User_2939,91753afd-c8f8-4498-8a5f-5fa7875e21ac,R8718,171278,0
User_2940,78e7148f-a669-4f91-a62e-d63c7e17033f,C3925,140546,0
User_2941,71e0e9e9-6ec1-497e-8f1f-e9730d276042,R2451,157419,0
User_2942,043ec536-2a96-4404-a001-629f5d6b4702,Q4253,110943,0
User_2943,23503d14-3a4e-4c32-a5ea-c967903ccbcc,Y2280,169882,0
User_2944,7b614f11-5054-46b4-9b16-9f57706c94de,U1527,130027,1
User_2945,89e926f4-c8fb-4123-818a-cf57be39fdb3,Q1435,114141,1
User_2946,2b6f9df7-e20f-49e8-849a-162af6885d65,I5758,148038,0
User_2947,1b65df41-93fc-4fec-a593-c971917fb471,V3731,193308,0
User_2948,4f05c59a-7bca-4012-ab1e-94d4992209ec,H1283,137247,0
User_2949,5cf1ce3a-c288-429a-9aee-31bc07038b3e,N3427,106059,0
User_2950,fcb8c3fa-9874-4cbf-b00c-cd7c4f935dc4,P4145,147911,0
User_2951,fa36404e-a790-414c-b24c-77145e4007d1,V6929,165617,0
User_2952,0e4f96e2-3b38-4fa1-9e53-d49fb9068730,P9267,108588,0
User_2953,60c5cafc-7d51-4261-8f07-cb2ba3ea814d,E4476,171139,0
User_2954,892d8fa6-75b5-48d8-8a7f-d7aba9becc11,S9846,170189,0
User_2955,5774945b-16a3-4b17-8a18-908b1f79e061,I7841,130027,0
User_2956,7879c81a-54a4-4434-86ee-ec2065da1749,C2703,141671,0
User_2957,cf1e3ba4-7967-4603-ab48-f81329d70995,J5713,150034,0
User_2958,a47a1e45-7d72-4bd6-9a11-e6c498b5d9f0,Q1142,102762,0
User_2959,071d26b3-0924-41d4-bc1b-6e6c825ec648,L5434,162298,0
User_2960,d87c2794-ac07-4f83-a826-64e8f6d5c448,P4497,109231,0
User_2961,004a0b5e-ba0d-4e7e-8a4f-1f927115e4e7,Q6715,124055,0
User_2962,bb8ee5b9-bcab-4afa-ab4a-31ad754c274d,A6848,159163,0
User_2963,fca78ff2-2897-49d3-a2bd-7e7fde47fd9e,P1479,170472,0
User_2964,80104552-12dd-4258-ab25-95d74d9d40de,Q6095,176797,0
User_2965,5de07719-1b39-45f8-a8f6-4e18d946ae82,P9785,168644,0
User_2966,a49fe9df-ff28-4fd1-9dd2-fc03b71e043e,V7261,173461,0
User_2967,74df0616-6c9a-42a7-a7b5-a9399d92b530,F6249,102168,0
User_2968,05777506-e40f-497a-9f9e-d1fe1e81cc57,X1303,126871,0
User_2969,dce0b502-9ed7-4933-b81a-9ff6533aa11d,H6703,155329,0
User_2970,0f1ad375-f22a-4645-9c1a-15ca67b70d56,T4933,197811,0
User_2971,35e52a1f-4891-4453-8500-7b94691254d9,S3889,177574,0
User_2972,734f13a9-1173-418e-b1af-2040074d07b8,F8331,180820,0
User_2973,25e96cfc-2710-4113-9da7-9838944b77f6,X5716,123886,0
User_2974,96e1e97c-524e-445b-9450-40d74a9a5e13,R4571,129178,0
User_2975,8158b8fc-2ab2-40ae-9f01-402b29a7fc9d,W3247,168160,0
User_2976,41ad9014-8c83-4de3-8784-156ded396cf8,F3780,138658,0
User_2977,d8307067-2db7-4147-a238-140aa065fa38,O9558,180714,0
User_2978,f72a50cd-a622-4f5e-8258-8d037d0aa7a0,M8064,155256,0
User_2979,143ceafe-1128-467c-b183-77fc573879d9,J1575,184164,0
User_2980,0de3d5f3-522f-410b-938f-e2e59a40b9c1,K5426,194611,0
User_2981,ac10bfce-9b23-47c3-9e04-7ca5720e91a7,R8718,108588,0
User_2982,2365a049-4c4c-4bfa-bc57-31f2a72f986e,G9877,113034,0
User_2983,8d15e1bd-7004-4fe3-afc5-13e6ae4619d9,S2155,199361,1
User_2984,2ea42aa7-b0af-4565-a072-90da37724398,X7753,150260,1
User_2985,476a2b31-2a73-4b76-a0b1-0aa5d97c586f,Y6525,102408,0
User_2986,93a460c8-d913-4ca0-994b-037a56458f25,O3339,182058,0
User_2987,cf126372-52b0-4588-977f-8055fb9c7a84,M3013,112005,0
User_2988,0de3d5f3-522f-410b-938f-e2e59a40b9c1,M4611,113683,0
User_2989,fa42ec3a-dd74-4304-b9d5-d11d0c1b2baa,R9060,193523,1
User_2990,3e743dd9-24e6-4511-92ac-5d50db9e2126,B4921,144337,0
User_2991,058c8018-ed67-4e7c-8c27-c6a265d783fc,N4640,101814,0
User_2992,d10815e2-188e-4929-b700-73aefce33b05,O3319,123195,0
User_2993,e60cbee2-6393-4fbb-a686-ad8af9573fd4,S6408,111926,0
User_2994,2111d40e-2202-43c8-818f-b3beebfda8da,G9441,108250,0
User_2995,fcb7aee0-20c2-44e4-a199-695508efa0bd,M4336,161062,0
User_2996,664819be-4eee-40b1-a51b-fccfe0f50b4d,F8370,139483,0
User_2997,f7bca0ed-0b10-4abe-a764-0a88c2d8bc60,V6026,188411,0
User_2998,26149c04-b08f-4e04-b08a-6b3bdbfc10ac,L7088,127932,0
User_2999,de2d8034-f032-45c5-a741-c98e92adafeb,Y3917,132261,0
User_3000,e661cf88-818e-4b25-ac36-588b932447db,H4045,118869,0
User_3001,212d608e-b948-4bb2-81a4-0c2d4c3e738c,I8443,143125,0
User_3002,4f05c59a-7bca-4012-ab1e-94d4992209ec,V1582,118764,0
User_3003,0f2ca389-94da-4209-a8a2-ed4871196f11,Z5522,143807,0
User_3004,6456e0cd-931a-42c5-894e-db53cca174eb,M6661,198838,0
User_3005,d5c5783a-3400-4a6e-8b43-38ee8d4eebbb,Q2877,106861,0
User_3006,d0e69844-2ac7-400a-bf90-5b2d77322c90,X3839,156384,0
User_3007,8951a797-bfc7-460b-bb14-e7ac8441ef59,J7424,137987,0
User_3008,4fd94dff-9d26-4a35-bf08-5dac0a94a6f4,Z6620,157463,0
User_3009,8ed7e08d-7d4b-46de-9334-562195738df8,U3950,142480,0
User_3010,0e125b5f-3fb3-4d9f-bf20-5e1145237b6f,D9328,138155,0
User_3011,df712480-cd33-4ed4-b95d-b688d93894ca,W8816,164227,0
User_3012,f0740d31-4400-4229-8fb4-659791ffa3ea,P2014,100147,0
User_3013,c494463d-efae-4559-9c31-b06ba223fc42,Y7655,152856,1
User_3014,8f900fbc-a708-472a-b8b5-10dabd8bb262,P6683,185847,1
User_3015,86b7d984-221d-4910-8354-7ab0a9e6928c,P2162,151707,0
User_3016,f3d9204e-977f-4d49-8797-4391e977691b,D6354,132661,0
User_3017,263d3108-965c-449a-beef-8d6fc186af22,M9959,138771,0
User_3018,035b6fdc-1953-4273-8a78-177c9bb32b09,O5343,131496,0
User_3019,f0aa907b-257d-44b9-9a3a-190f949c0693,W2926,134845,1
User_3020,75c974a8-d66f-4ef9-9eba-5cd7c055ab7b,I4395,177960,0
User_3021,e359d4bd-1b06-4f70-9d90-4d9fb2d08d36,H9064,145901,0
User_3022,b100c511-d4f6-4973-98b6-6e16304e8641,F8352,102986,0
User_3023,fa4275ff-d033-4a1f-bce6-871c6f7c3512,L4195,156435,0
User_3024,28ed1fc4-1cee-4d6e-9968-543bcb58e900,G3801,192924,1
User_3025,3ff85d17-9956-4848-be6c-b5d684c3b98f,N3454,169822,0
User_3026,a4dd3666-7e21-4bc1-abb9-a017addd37da,A3024,189153,0
User_3027,77b4e6ea-d71e-4f77-9f70-e76a760c1d3c,K2762,140005,0
User_3028,196c758b-3905-4780-b87f-63f7399a2280,D7824,115210,0
User_3029,fbd26f46-22d6-4cd7-8d07-7b4e484e129f,T9920,158927,0
User_3030,5de07719-1b39-45f8-a8f6-4e18d946ae82,H1414,102808,0
User_3031,e39277d7-0131-404e-b2f2-312198519764,K8248,116716,0
User_3032,d5c6e91a-e10b-4117-a35f-16b973aeebd6,S7203,136266,0
User_3033,d44207cf-6e7c-4bac-a877-80245fa0c961,S3057,120234,0
User_3034,b0fd587f-a7c1-44b9-ada7-c621a5533362,H1364,174216,0
User_3035,ce37af1f-9fcb-4f9a-a7cd-63367d6c4607,B1556,172478,0
User_3036,f3f3240a-12be-4835-8589-2ce88e56d68f,X6910,170482,0
User_3037,fc9edb95-5439-400f-8cf8-a5f7749565d3,U9526,140505,0
User_3038,cbd4719c-efed-4f90-a27c-a7ba08cd982f,O5809,171929,0
User_3039,d1881453-b0b0-49dd-b5aa-c218b560d7a6,Z8503,115781,0
User_3040,1c4a746d-ea45-4acb-9225-ec23415e671c,T9581,190186,0
User_3041,ba7a843f-e827-48fe-a7a1-37448cdee38e,G7760,161062,0
User_3042,0b9ad1c2-32fc-4622-bf37-546d6306f706,B5454,130204,0
User_3043,10d579ba-ccd6-4a61-b525-08a3a0402b08,J4468,113683,1
User_3044,ad1fdb0f-c0f9-43cd-ad0d-243d91fd3776,E8833,155317,0
User_3045,51560d30-0614-4d09-969b-225d92a79208,O5194,128507,1
User_3046,76577a08-957b-4162-8cba-72f55ca1480d,W6045,191894,0
User_3047,300e8189-fafe-4474-97df-74d2c9ffc059,H1414,122902,0
User_3048,91753afd-c8f8-4498-8a5f-5fa7875e21ac,W3441,164958,0
User_3049,85a7e7a3-a018-474c-9f5a-6d38cdcf6182,L6368,182904,0
User_3050,97493390-4d7b-493d-b7af-de77e7d43222,S6554,137382,1
User_3051,3f87adfe-d344-43f7-8fe8-0232884f1764,Z4828,196912,0
User_3052,6ec2acf3-6f68-48c3-988c-98c6e7c23423,C6514,190907,0
User_3053,35159c6c-5db0-4d59-9e6f-1f204aee589e,G5799,130973,0
User_3054,87958b48-e0bf-491c-8762-4b36fb870b7e,X9084,139146,0
User_3055,74f41919-4b3a-4838-8c43-7fe5ad388c50,I7643,155938,0
User_3056,b2a0d659-8213-4fe8-af86-929f51cbf633,Q1435,130431,0
User_3057,16572a0a-b1f7-46bc-8a4e-e547dcc67473,F1534,170001,0
User_3058,2636ed84-c73c-4e0f-a36a-33354958e956,H8971,181389,1
User_3059,37e2b888-8274-4048-ad8a-bd1b23327221,H4920,193217,0
User_3060,c9608971-1b39-48ef-84d4-7997147f93f7,Y7849,193345,0
User_3061,c916c0be-5185-4a3d-a4ab-90f4abecc0c1,A8779,108588,0
User_3062,a7d0af8b-a1b9-4ab8-b94f-3c7e908b879f,U9938,142449,0
User_3063,69417d1e-2599-4cd8-b9ae-5ff2545e725b,P4420,133349,0
User_3064,140835a2-e691-4bde-8247-60387fa6397c,D3204,155938,0
User_3065,97e6e361-eff7-4525-89e3-0a35892bf613,K7194,128845,0
User_3066,6932c3a7-a712-40a8-8f82-cceaf2e3f4c4,I6694,134992,0
User_3067,cf356875-6d97-45cf-a59d-58cebc3e8b18,D1693,119998,0
User_3068,d5c5783a-3400-4a6e-8b43-38ee8d4eebbb,Y9679,185368,0
User_3069,03c63dc4-e998-4c68-b965-0a4d660c762f,W1728,197802,0
User_3070,022e45bf-9c58-4e4a-b39c-b287cd7235cf,D1925,111636,0
User_3071,d44207cf-6e7c-4bac-a877-80245fa0c961,C8367,195542,0
User_3072,3af64bb7-350a-40a4-8f98-fcf7e8abd097,J7859,170718,0
User_3073,1154dfea-49ec-46a3-8c3e-d3910ea7eae0,D6241,113887,0
User_3074,c58d963a-ad8f-4a35-b0b0-58cbc6fc5e1a,X3221,113607,0
User_3075,153fa9b6-89b4-4860-8ad3-806df3070a63,T8217,112037,0
User_3076,167e4773-fd2a-4092-8992-21e3556f4ab8,Y8204,180066,0
User_3077,1a4ea6ce-7fc3-4d91-a91f-a7e7a9954264,H1414,158878,0
User_3078,0de3d5f3-522f-410b-938f-e2e59a40b9c1,N3647,178981,0
User_3079,c789697a-231b-4d41-9c40-ccabb533dd04,I6445,118502,0
User_3080,9b6209c9-e0c7-435c-a7e5-34c49055eb34,Q6095,123767,0
User_3081,edc66b9d-630c-4d5c-a712-e745f5ba8960,C1936,104574,0
User_3082,fabcba5d-871b-441e-8462-4f4ead00c6ce,G5866,178526,0
User_3083,4f05c59a-7bca-4012-ab1e-94d4992209ec,B9445,171270,0
User_3084,1123888a-e76e-4794-ba16-b8c7804879d2,R1001,132204,0
User_3085,d82768e3-8910-4a76-b09f-0a1a85274e09,K8523,189543,1
User_3086,367985f5-3916-4518-a710-5900c5cd52d4,A2802,171976,0
User_3087,b1b7806a-a00e-4916-a995-08514d7e7d20,U7330,108588,0
User_3088,6760a8b1-23bb-49c8-a882-26204a389ce8,J7424,140931,0
User_3089,45992f4e-4175-4ebe-ba08-8af98d6cbd13,Z1278,130027,0
User_3090,4a3212c6-c156-4d60-ae21-12425f384d20,E1340,136462,0
User_3091,cd1b5832-6e11-4658-beff-7884ebe04991,R1983,137098,1
User_3092,7e4c91f5-46bd-41d7-90a3-342749743645,X8021,182601,0
User_3093,d42e853b-44ac-4113-9026-125709aeaa72,K5727,103446,0
User_3094,fa7a7fc7-fb76-4e59-9a2a-8e758b2f2f27,D8186,139146,0
User_3095,16ee896b-9878-4f6e-9f4c-09cb1c4759dc,N3510,129248,0
User_3096,3f20df6f-95d2-4a20-b18b-2dab931343cf,P9025,114534,0
User_3097,e6783479-d9d7-4ae2-b16d-4a4ac94491a9,Q9459,126227,0
User_3098,0d71fbb5-6242-4c26-a51e-1e5ef5f773e5,R8277,137436,1
User_3099,3ab20e75-ac81-4be4-906f-18b0b427cc8f,O2002,186469,0
User_3100,a0d17994-3deb-47b9-a1b4-672ce108a75b,N4619,115090,0
User_3101,fcb8c3fa-9874-4cbf-b00c-cd7c4f935dc4,N3454,107922,0
User_3102,193842d5-a823-4191-b868-f826dbcdb2dd,Z7158,159750,0
User_3103,300e8189-fafe-4474-97df-74d2c9ffc059,E2908,150239,0
User_3104,ec2d142e-c243-4ebc-b76c-3a96f4f8fe52,L5584,168089,0
User_3105,0c214c94-c4b8-49dc-a438-b2bb38381e21,R8872,156706,0
User_3106,b6420bdc-d9f4-4edd-b766-0f2e2c591813,G3402,172448,0
User_3107,25131e10-bbc5-4b89-a544-5e52e1d82092,G3809,196563,0
User_3108,a011185f-0780-47e3-9ae7-d218ef52f6b5,T4560,135230,0
User_3109,66b26fde-7c26-4cb5-b712-fc4ce00e247e,R3284,112037,0
User_3110,ff3c1ffa-7da0-411a-a105-1994f7f21932,Y5463,157243,0
User_3111,2af8f22d-c0a5-4150-ba48-1650f8b3ef67,V7261,184947,0
User_3112,754faa39-34b2-4bd9-8629-6c23ed89f3f5,Z6803,152068,0
User_3113,f2c949fb-a29c-497f-b9fe-1d906ba997ce,X5825,157258,0
User_3114,5de07719-1b39-45f8-a8f6-4e18d946ae82,W4401,191449,0
User_3115,7db8aff4-e422-4679-a96b-834f302f5240,R3030,161034,1
User_3116,1f1520e0-f000-47c8-a6e5-f59ea22b1d40,H9803,154457,0
User_3117,7ca8a0a8-c7c0-4bc7-acf0-4880282db37a,P6834,119908,0
User_3118,a5f7a9b5-ba00-45d4-b420-a36d093eb5b1,W4345,138687,1
User_3119,754faa39-34b2-4bd9-8629-6c23ed89f3f5,I6540,102908,0
User_3120,91a96acb-71f2-4b16-a83d-0514b404d6d3,B1630,134345,0
User_3121,3b03dcd1-c946-4769-b922-00c89e2b7252,F7866,101973,0
User_3122,1e2b133c-4e9e-4b06-9d44-f7fcc0d77142,J8766,163277,0
User_3123,7421aa94-a082-42bb-a24d-276f2f9d47a4,Z6803,142079,0
User_3124,16572a0a-b1f7-46bc-8a4e-e547dcc67473,V7261,165737,0
User_3125,cbcfc5a5-2566-47fa-a6ca-994f168d291a,P5137,144917,0
User_3126,91753afd-c8f8-4498-8a5f-5fa7875e21ac,T7606,123680,0
User_3127,40f47cad-5b45-4789-833f-28d1cb298c76,P3648,122067,0
User_3128,cc71f6d2-4b93-40fc-bd65-ad0643b404bd,E6243,146148,1
User_3129,aba0dcba-b5d7-4b2d-982a-eeff4b87c568,V8788,173349,0
User_3130,45e0617c-ec33-4c76-98d5-e14b63f54673,K3561,195660,0
User_3131,ff3c1ffa-7da0-411a-a105-1994f7f21932,G7773,116767,1
User_3132,48f5c169-f76c-4ec8-b643-b9fedd1e5389,I4193,148465,0
User_3133,0de3d5f3-522f-410b-938f-e2e59a40b9c1,A6660,148464,1
User_3134,82fa6f97-ca91-4ac0-af69-90545e4db562,W2476,113527,0
User_3135,fbf443b3-7896-4840-9fa6-ac02d5544e89,N7591,144773,0
User_3136,918ce874-61fb-4ab0-b373-0107cb26f000,Y2130,189802,1
User_3137,2f2447de-2409-4f46-9906-55cb4a476377,Q1303,132661,0
User_3138,723ddc73-de14-4cb6-af0e-cf359c81fd37,L2932,153934,0
User_3139,6bcfef8a-60b2-4d07-85e6-f8466bca88c2,Q2291,128506,0
User_3140,46683a1b-9850-476f-b498-5962580c75e5,A8500,148827,0
User_3141,49c92c09-34aa-4626-b25e-1abd0fb27874,C8031,155479,1
User_3142,7f8bca30-035c-4716-ad36-b6b37e1fe05f,W7209,118713,0
User_3143,0913f796-a14a-4a13-9449-73f98c05eef6,S8772,134983,0
User_3144,0e08d383-922f-4e6a-9337-af9368e2fb0a,V6743,124541,0
User_3145,6414d841-b4f5-4ba4-8be7-89e46e580013,U2451,154758,0
User_3146,94bdabd4-1da2-4eac-bd81-5c41d082a8e4,D2904,123274,0
User_3147,8eb43121-431d-4132-a3b8-f44aad1672ce,E4225,102076,0
User_3148,fa36404e-a790-414c-b24c-77145e4007d1,Y1783,161723,0
User_3149,300e8189-fafe-4474-97df-74d2c9ffc059,W9171,146583,0
User_3150,d9a70dbe-e279-48fc-b487-25d355498e3c,X9400,125300,0
User_3151,894ebf26-1cf3-4813-aebe-d7fd4daa9bd7,B2937,155307,0
User_3152,300e8189-fafe-4474-97df-74d2c9ffc059,J9917,193033,0
User_3153,68f9c93f-91e6-46dc-94ae-a4b23173b58b,X5939,107239,0
User_3154,164bb88b-7a08-4049-9c64-2d44e9b874a8,A9039,138205,0
User_3155,32a704cd-03d7-48bb-86f0-4ca725b472bc,W6763,195827,0
User_3156,58e4f90b-018c-437e-8af4-b219c9019d61,V4755,196781,0
User_3157,4ecd3f7d-00af-481b-b0b5-9a1ab953b343,P4490,141347,0
User_3158,cf356875-6d97-45cf-a59d-58cebc3e8b18,Q6095,108301,0
User_3159,290c11b5-5b76-4d3f-9c49-bf28cb6fb5af,L5536,158630,0
User_3160,c9c7bc57-52c5-424c-9642-8c7b6a28a1a0,J5641,111065,0
User_3161,cc472dbd-423d-4599-91f0-0cb89daa974c,Z3251,149607,0
User_3162,7e93eea3-9941-4952-8ef0-17c1f8da720d,E9123,173587,1
User_3163,59351ba8-60e6-4455-8389-e89625b4109c,T9581,122938,0
User_3164,2911bcf6-ca63-4f84-9210-0ac6fba53c44,J2886,102067,0
User_3165,e6974ebd-4612-4b1d-b392-0861245efea0,F3313,149941,0
User_3166,43550c68-8267-4edf-a69b-1a699d1acd83,D6720,184104,0
User_3167,580f2a08-6ab2-4faf-9bd6-39f762647ee9,L3547,149476,0
User_3168,bc6ae008-2149-4f05-8f32-4e92645a5738,Q9351,153800,0
User_3169,ac1b7fa0-d253-406f-82b5-7d1a3a6ac15f,W7295,100482,0
User_3170,571400bc-8f70-4097-9a1f-5410bd74bd3f,O2824,195115,0
User_3171,a8fe9d59-4e8a-41cf-b391-fbfb6b490900,X3221,158873,0
User_3172,05777506-e40f-497a-9f9e-d1fe1e81cc57,X6081,147001,0
User_3173,20885ba5-ca64-4924-a9e9-af3b953070f6,V5413,144573,1
User_3174,d541a766-f2f4-4196-8e37-8a13964120ea,Z6803,116767,0
User_3175,46683a1b-9850-476f-b498-5962580c75e5,I8720,159163,0
User_3176,191304ee-a07c-40db-9855-e9d855625137,M5095,198184,0
User_3177,01292927-2753-4430-9399-ec8c1e7f5357,N4083,153598,0
User_3178,1cc7127f-aa3f-4a1a-9846-88f9547aa773,E1340,124204,0
User_3179,21185233-e2d4-4fe7-841a-dcfe4608388e,X5714,168836,0
User_3180,60637fd4-53c6-42e8-b441-b5ecc1103903,V9611,197602,0
User_3181,4f7c20c7-e2bb-49c2-97c4-e772ced12bb7,A5269,147482,0
User_3182,0944a8f7-18bf-436d-b2e8-f764741870c5,S9790,159405,0
User_3183,f9d8171d-3319-47fe-933e-cbacee7bcf53,L3535,167655,0
User_3184,00e39fa7-aea0-4d58-ac60-7cee5ea6ac10,A9213,173721,0
User_3185,6ceeb40d-a87a-42d8-9250-0ac0684a3d47,Y2130,144279,0
User_3186,5429822b-5c55-4d21-a1ae-2c7ccb4ad26d,P5730,141447,0
User_3187,bd5b5016-e249-4364-bfe7-bb750436d7c1,H7448,131359,0
User_3188,5a8fa961-5680-4a1b-977a-8f1412101d27,G8576,173525,0
User_3189,bb74c8c4-6a34-4e54-bd4f-67a8652c3a82,V2367,118869,0
User_3190,8f3bd77f-5d4d-4cce-8443-65541c255895,V8889,135645,0
User_3191,dc7737f7-ab97-43b6-b245-5a1a96db2fac,Q1435,103277,0
User_3192,12420e7f-47c1-4402-99db-4114daa54918,V1124,154812,0
User_3193,cab162f9-dacd-4015-ad7a-b0481f4e6b9f,V9292,102920,0
User_3194,d76278fb-aeb4-4a92-8a14-14f986d1a3fb,Q6618,154309,1
User_3195,dad28cb4-793d-4b1c-8268-b516d11928ad,J6918,189903,0
User_3196,718ba97b-70d7-4700-ad3b-9dd3abca4551,B2022,142383,0
User_3197,2365a049-4c4c-4bfa-bc57-31f2a72f986e,I9614,118764,0
User_3198,97b706b2-2d57-4d40-9d92-176153e3f7af,H3863,112499,0
User_3199,e7e4d6ff-8f5f-4962-aa2a-d1b13325823c,D1693,198221,0
User_3200,1a0a4c7b-d114-411c-83dc-a724348555f5,O1130,191196,0
User_3201,0e08d383-922f-4e6a-9337-af9368e2fb0a,E1340,102680,0
User_3202,cf356875-6d97-45cf-a59d-58cebc3e8b18,G8995,152304,0
User_3203,664819be-4eee-40b1-a51b-fccfe0f50b4d,L6178,195922,0
User_3204,46683a1b-9850-476f-b498-5962580c75e5,K8082,107663,0
User_3205,f5f2255a-effd-49ce-ba91-7e19a4cc6db8,S8728,138960,0
User_3206,7ce62279-6a12-4362-88c8-ab94c02a4391,F3208,103680,0
User_3207,2af8f22d-c0a5-4150-ba48-1650f8b3ef67,B1412,129002,0
User_3208,358fb7f2-8cf8-4657-803e-3509129ce671,E5983,128507,0
User_3209,358fb7f2-8cf8-4657-803e-3509129ce671,T6968,123646,0
User_3210,121cc351-0845-447d-955d-139cc66df433,Z7370,132828,0
User_3211,f6171b18-49b1-440e-84db-5d31958e5440,M6697,199855,0
User_3212,05db0d00-2283-4118-b030-3d53fe3f4e73,S5444,111909,1
User_3213,1c8ba166-7372-485c-9b65-a651fe222f73,U3979,138144,0
User_3214,346430d6-899f-4cc7-8792-c574402b9681,X6362,189402,0
User_3215,3c622113-a623-4bed-8fdb-8b14c3e5d969,I6694,176131,0
User_3216,59d27695-fead-4d2f-b8d3-c00f497062a6,E9338,116767,0
User_3217,d35633cc-4353-4239-a53c-ec052f6587fd,D6491,146493,0
User_3218,6bcfef8a-60b2-4d07-85e6-f8466bca88c2,E7406,178471,0
User_3219,2a4b02dc-0322-49c0-b5d3-01f364539beb,O5007,162536,0
User_3220,0de3d5f3-522f-410b-938f-e2e59a40b9c1,H4421,190288,0
User_3221,6aec888f-41f0-49e4-bccc-02005e4e59db,S4456,193422,0
User_3222,c638b97c-dc8a-4221-8ea4-15cefb43a518,H7130,160389,0
User_3223,c4ae301b-4797-421b-b314-9241bdd122de,U9773,135552,0
User_3224,59023cc6-f6d5-46ea-837e-a1e550fe6965,I7527,159865,0
User_3225,49af3117-c9f3-4db6-ae83-c26beba9b168,Z3949,114305,0
User_3226,1e649807-d6c8-46ec-9d5d-07635821e5b4,J1947,112402,0
User_3227,216a5793-7476-404a-aece-fca3e958d03b,Y2785,121433,0
User_3228,ec0c792d-cc03-4502-979e-8e505467c11b,E7279,181023,0
User_3229,ff3c1ffa-7da0-411a-a105-1994f7f21932,Y2658,129888,0
User_3230,ace51ecc-2d42-4cda-a6e4-fbfbdd90a1c7,T2931,155938,0
User_3231,6e9de780-4d0a-45c9-8957-f149d4578a2b,O6171,156141,0
User_3232,6bcfef8a-60b2-4d07-85e6-f8466bca88c2,D5129,191822,0
User_3233,4ac306fa-feaf-49bb-9bb8-5360850c41e0,G4974,155256,0
User_3234,786faca8-c277-438e-ab55-689964e1f8ef,J4409,113063,0
User_3235,fcb8c3fa-9874-4cbf-b00c-cd7c4f935dc4,E3754,190105,1
User_3236,5e5cff1a-2c11-4764-b946-b18609319b0d,J6127,151575,0
User_3237,d41c95f6-fe8c-4cd1-b1b7-b7c569c36a5d,I9756,155627,0
User_3238,e44c12b6-7442-4a40-abfa-12c9a895f03e,R2910,177289,0
User_3239,4ac306fa-feaf-49bb-9bb8-5360850c41e0,Z6385,129366,0
User_3240,19964d96-417e-4efa-bd93-6d5da5130e95,I7527,127613,0
User_3241,5bc04d62-b889-4a07-ad2e-ac34d59a220b,R8718,151513,0
User_3242,36d8f810-f935-4b27-a912-df90a8cfe932,I9614,173602,0
User_3243,dd5cb581-7666-4b4d-884f-2ac3a1f22dee,C6516,132643,0
User_3244,6f803fab-173c-4e47-8d71-f1095101cd94,B2233,165053,0
User_3245,b7e4652b-a6bc-41a1-940f-04646bd883e8,E7915,183356,0
User_3246,9758e6f6-1f11-4cc7-adc1-c494f2725eb2,O6474,197476,0
User_3247,e7930c1f-02eb-494f-a1c0-69e174327191,S2810,135229,0
User_3248,7f509a30-4892-4b25-bd39-fca9d770dd4c,O7811,128507,0
User_3249,866a88ee-4c0e-47ff-ae94-c8a30f9b01d9,D4279,157353,0
User_3250,dca66708-b173-4365-b5ee-f96511adcdee,Z9871,173342,0
User_3251,3fb4a08c-d545-4df0-8ce8-898e5f8ca9c7,V2097,176916,1
User_3252,cf826a9a-9452-4aed-993c-fe9cf421d206,W3616,186634,0
User_3253,bc87de9d-2df0-4d06-9a17-e87d7b242add,Y5789,177913,0
User_3254,358fb7f2-8cf8-4657-803e-3509129ce671,R8108,191454,0
User_3255,f8ea64d1-2d63-489b-854b-909c273dc28d,P7673,193033,1
User_3256,14ebf6c9-e0de-4f8c-b6fe-326dc9c2a0ea,K8272,187465,0
